title,link,video_id,channel,views,snippet,length_str,parsed_length,parsed_views
Mel Robbins: The ‘Let Them Theory’ (A Life-Changing Hack That 15M People Can’t Stop Talking About),https://www.youtube.com/watch?v=P91b4civBxA,P91b4civBxA,Jay Shetty Podcast,"917,941 views",,1:23:57,5037,917941
The Manipulation Expert: You're Being Manipulated! Use Jealousy To Manipulate People! Robert Greene,https://www.youtube.com/watch?v=yrwSOMFZvHY,yrwSOMFZvHY,The Diary Of A CEO,"7,877,438 views",,2:00:42,7242,7877438
"""Trump Won't Forgive This"" - Andrew Tate DESTROYS Zelenskyy Over Oval Office MELTDOWN!",https://www.youtube.com/watch?v=VAGOTNpX_Gw,VAGOTNpX_Gw,Valuetainment,"828,444 views",,16:53,1013,828444
Peterson x Tony Robbins | EP 517,https://www.youtube.com/watch?v=mMMQYz_vJFw,mMMQYz_vJFw,Jordan B Peterson,"902,778 views",,1:53:23,6803,902778
My Psychoanalysis of Trump (Dr. Jordan B. Peterson),https://www.youtube.com/watch?v=2dHNwIpdzRI,2dHNwIpdzRI,Matt Fradd,"1,696,365 views",,8:58,538,1696365
Lefties Losing It: Oscars turns into ‘massive leftist snorefest’,https://www.youtube.com/watch?v=wMahLXDtjvE,wMahLXDtjvE,Sky News Australia,"525,437 views",,16:27,987,525437
"Dating Coach: This Dating Habit Is Keeping You Single! If You Want a Relationship, Do THIS.",https://www.youtube.com/watch?v=Tw_e9YdRXDg,Tw_e9YdRXDg,Jay Shetty Podcast,"113,456 views",,1:12:41,4361,113456
Dr. Jordan Peterson: How to Best Guide Your Life Decisions & Path,https://www.youtube.com/watch?v=K0hkhbGYaGQ,K0hkhbGYaGQ,Andrew Huberman,"2,669,533 views",,3:51:11,13871,2669533
Joe Rogan Experience #1933 - Jordan Peterson,https://www.youtube.com/watch?v=oU-AQ2Rfmn4,oU-AQ2Rfmn4,PowerfulJRE,"605,457 views",,3:03:38,11018,605457
Jordan B. Peterson on 12 Rules for Life,https://www.youtube.com/watch?v=-5RCmu-HuTg,-5RCmu-HuTg,How To Academy,"22,723,128 views",,1:30:33,5433,22723128
The Birth of Christ | Biblical Series: The Gospels,https://www.youtube.com/watch?v=8jb-UxGAJ8M,8jb-UxGAJ8M,Jordan B Peterson,"404,156 views",,2:02:40,7360,404156
Robert Greene On How To Stop Feeling Empty Inside & Finding Your Unique Purpose,https://www.youtube.com/watch?v=nXs4UABX4Kc,nXs4UABX4Kc,Jay Shetty Podcast,"1,487,104 views",,1:18:54,4734,1487104
"Robert Greene: ""You won't see it coming""- The 13 Manipulative Tactics Men Use to Keep Women Hooked!",https://www.youtube.com/watch?v=TLbCPi4hG3I,TLbCPi4hG3I,Lisa Bilyeu,"604,847 views",,1:30:38,5438,604847
Dr Joe Dispenza: You MUST Do This Before 10am!,https://www.youtube.com/watch?v=rOYlOdDgYUU,rOYlOdDgYUU,The Diary Of A CEO,"11,925,407 views",,2:00:06,7206,11925407
Neuroscientist Proves Manifestation Is REAL (4-Step Method To Hack Your Brain!) | Dr. Tara Swart,https://www.youtube.com/watch?v=7KCzaQdUmyU,7KCzaQdUmyU,Jay Shetty Podcast,"332,385 views",,1:23:35,5015,332385
MONEY WILL FLOW LIKE CRAZY! (How To Manifest Success & Riches) | Dr. Joe Dispenza,https://www.youtube.com/watch?v=5oY9TnaX430,5oY9TnaX430,Lewis Howes,"5,210,071 views",,1:33:17,5597,5210071
The Spiritual Guide: Stop Saying This! It Keeps You Blocked From Having What You Want!,https://www.youtube.com/watch?v=teGkH9liuhU,teGkH9liuhU,Lewis Howes,"308,588 views",,59:34,3574,308588
Robert Greene On How To Stop Feeling Empty Inside & Finding Your Unique Purpose,https://www.youtube.com/watch?v=nXs4UABX4Kc,nXs4UABX4Kc,Jay Shetty Podcast,"1,487,104 views",,1:18:54,4734,1487104
DO THIS Everyday To Completely Heal Your BODY & MIND | Dr. Daniel Amen & Jay Shetty,https://www.youtube.com/watch?v=90bxNpimtb8,90bxNpimtb8,Jay Shetty Podcast,"3,331,690 views",,1:09:47,4187,3331690
Reprogram Your Brain to Create Your Dream Life with Dr Joe Dispenza,https://www.youtube.com/watch?v=9lEZ4dv--hE,9lEZ4dv--hE,Hay House,"257,985 views",,1:02:08,3728,257985
Dr. Joe Dispenza ON: How To BRAINWASH Yourself For Success & Destroy NEGATIVE THOUGHTS!,https://www.youtube.com/watch?v=d7sUWwHugg8,d7sUWwHugg8,Jay Shetty Podcast,"6,898,352 views",,1:13:26,4406,6898352
#1 Neurosurgeon: How to Manifest Anything You Want & Unlock the Unlimited Power of Your Mind,https://www.youtube.com/watch?v=s-wONyk3RV0,s-wONyk3RV0,Mel Robbins,"2,083,513 views",,1:16:30,4590,2083513
"These Kids Are TELEPATHIC! They Can Read Minds, See Auras & Speak to The Other Side! | Ky Dickens",https://www.youtube.com/watch?v=bY6JTLwkUzc,bY6JTLwkUzc,Jay Shetty Podcast,"31,594 views",,1:32:04,5524,31594
WATCH THIS EVERY DAY To Brainwash Yourself For SUCCESS & ABUNDANCE! | Joe Dispenza & Jay Shetty,https://www.youtube.com/watch?v=4qykb6jKXdo,4qykb6jKXdo,Jay Shetty Podcast,"6,488,169 views",,20:25,1225,6488169
Paul McKenna on How to Power Manifest Money,https://www.youtube.com/watch?v=YYZgkPzscL4,YYZgkPzscL4,Mindvalley Coach,"721,565 views",,1:12:27,4347,721565
Dr Joe Dispenza: Manifest Abundance & HEAL Your Body in the 5th Dimension (YOU Can Do This!),https://www.youtube.com/watch?v=cJcbccGEavg,cJcbccGEavg,Lewis Howes,"2,583,548 views",,2:20:53,8453,2583548
Mel Robbins: This One Hack Will Unlock Your Happier Life | E108,https://www.youtube.com/watch?v=0kOtvoX88J0,0kOtvoX88J0,The Diary Of A CEO,"3,527,653 views",,1:58:59,7139,3527653
Dr Joe Dispenza on Using The Power of Your Mind To Heal,https://www.youtube.com/watch?v=KNJG7LOGeAc,KNJG7LOGeAc,Finding Mastery,"445,638 views",,1:30:03,5403,445638
Tony Robbins ON: How To BRAINWASH Yourself For Success & Destroy NEGATIVE THOUGHTS! | Jay Shetty,https://www.youtube.com/watch?v=BwjnG45zO5U,BwjnG45zO5U,Jay Shetty Podcast,"2,906,910 views",,1:33:42,5622,2906910
"Dr Joe Dispenza: How to Reprogram Your Mind, Transcend Reality, & CREATE Your Dream Life!",https://www.youtube.com/watch?v=XgOE-5k0rvs,XgOE-5k0rvs,Lewis Howes,"838,517 views",,58:44,3524,838517
Ed Mylett ON: Watch These 37 Minutes To COMPLETELY CHANGE Your Life | Jay Shetty,https://www.youtube.com/watch?v=siNNCI6JAjk,siNNCI6JAjk,Jay Shetty Podcast,"3,060,210 views",,37:24,2244,3060210
Train Your Brain To BECOME LIMITLESS & Achieve ANY GOAL You Have | John Assaraf,https://www.youtube.com/watch?v=UMmOQCf98-k,UMmOQCf98-k,Tom Bilyeu,"4,380,183 views",,46:54,2814,4380183
How To BRAINWASH Yourself For Success & Destroy NEGATIVE THOUGHTS! | Dr. Joe Dispenza,https://www.youtube.com/watch?v=La9oLLoI5Rc,La9oLLoI5Rc,Tom Bilyeu,"20,065,962 views",,33:25,2005,20065962
"Robert Greene: How To Seduce Anyone, Build Confidence & Become Powerful | E232",https://www.youtube.com/watch?v=Qv70RMUFlu0,Qv70RMUFlu0,The Diary Of A CEO,"15,124,345 views",,1:54:48,6888,15124345
Dr. Joe Dispenza: WATCH THIS To Rewire Your Brain & ATTRACT Anything You Want,https://www.youtube.com/watch?v=F-MEegYIWaM,F-MEegYIWaM,Jay Shetty Podcast,"1,136,619 views",,1:14:51,4491,1136619
WORLD LEADING THERAPIST Answers Relationship Questions Most People Are Afraid to Ask | Lori Gottlieb,https://www.youtube.com/watch?v=CQ6lqkeQVQ4,CQ6lqkeQVQ4,Jay Shetty Podcast,"820,218 views",,1:22:08,4928,820218
"Dr Joe Dispenza: How to Reprogram Your Mind, Transcend Reality, & CREATE Your Dream Life!",https://www.youtube.com/watch?v=XgOE-5k0rvs,XgOE-5k0rvs,Lewis Howes,"838,517 views",,58:44,3524,838517
How to Find Your Purpose | Robert Greene & Dr. Andrew Huberman,https://www.youtube.com/watch?v=WzrALzUnZ0g,WzrALzUnZ0g,Huberman Lab Clips,"1,092,924 views",,19:42,1182,1092924
"Secret Agent: If You’re Easily Offended, You’re Easily Manipulated! This 1 Trick Catches A Lie In 2s",https://www.youtube.com/watch?v=7l_0ZcSuRwg,7l_0ZcSuRwg,The Diary Of A CEO,"2,130,865 views",,2:38:50,9530,2130865
Mel Robbins: The ‘Let Them Theory’ (A Life-Changing Hack That 15M People Can’t Stop Talking About),https://www.youtube.com/watch?v=P91b4civBxA,P91b4civBxA,Jay Shetty Podcast,"917,941 views",,1:23:57,5037,917941
"Robert Greene ON: The Laws of Mastery, Power and Human Nature & Harnessing Your Dark Side For Good",https://www.youtube.com/watch?v=BIQ5NSVfw0o,BIQ5NSVfw0o,Jay Shetty Podcast,"920,641 views",,1:28:48,5328,920641
Dr. Joe Dispenza ON: How To BRAINWASH Yourself For Success & Destroy NEGATIVE THOUGHTS!,https://www.youtube.com/watch?v=d7sUWwHugg8,d7sUWwHugg8,Jay Shetty Podcast,"6,898,352 views",,1:13:26,4406,6898352
Communicate with Confidence: The Blueprint for Mastering Every Conversation,https://www.youtube.com/watch?v=ZUCB3M_1Qp4,ZUCB3M_1Qp4,Mel Robbins,"2,211,549 views",,59:00,3540,2211549
The Charisma Teacher: Psychology Of Why People Don't Like You! People Are Attracted To These Traits!,https://www.youtube.com/watch?v=zg4Ta7vXiIM,zg4Ta7vXiIM,The Diary Of A CEO,"1,506,733 views",,2:14:23,8063,1506733
#1 Neurosurgeon: How to Manifest Anything You Want & Unlock the Unlimited Power of Your Mind,https://www.youtube.com/watch?v=s-wONyk3RV0,s-wONyk3RV0,Mel Robbins,"2,083,513 views",,1:16:30,4590,2083513
World Leading Psychologist ON Why You’re FAILING and Why Discomfort Will UNLOCK Success | Adam Grant,https://www.youtube.com/watch?v=6y1fcHUOHZI,6y1fcHUOHZI,Jay Shetty Podcast,"522,250 views",,1:25:50,5150,522250
Dr Joe Dispenza: You MUST Do This Before 10am!,https://www.youtube.com/watch?v=rOYlOdDgYUU,rOYlOdDgYUU,The Diary Of A CEO,"11,925,407 views",,2:00:06,7206,11925407
The Hidden Art Of Reinventing Yourself - Matthew McConaughey (4K),https://www.youtube.com/watch?v=Eu1kHIztT24,Eu1kHIztT24,Chris Williamson,"1,967,564 views",,1:48:46,6526,1967564
Robert Greene | The Laws of Human Nature | Talks at Google,https://www.youtube.com/watch?v=KcaVhMt71qE,KcaVhMt71qE,Talks at Google,"2,114,487 views",,1:23:23,5003,2114487
Lewis Howes ON: Unlocking The POWER OF YOUR MIND For Success & Abundance! | Jay Shetty,https://www.youtube.com/watch?v=54iHHsucmt0,54iHHsucmt0,Jay Shetty Podcast,"905,824 views",,1:18:32,4712,905824
"Robert Greene: How To Seduce Anyone, Build Confidence & Become Powerful",https://www.youtube.com/watch?v=-wWhgP2W0gY,-wWhgP2W0gY,Behind the Brand,"1,142,715 views",,52:16,3136,1142715
Dr. Marc Brackett: How to Increase Your Emotional Intelligence,https://www.youtube.com/watch?v=kG5Qb9sr0YQ,kG5Qb9sr0YQ,Andrew Huberman,"1,112,586 views",,2:34:34,9274,1112586
The ROOT CAUSE Of Trauma & Why You FEEL LOST In Life | Dr. Gabor Maté & Jay Shetty,https://www.youtube.com/watch?v=OTQJmkXC2EI,OTQJmkXC2EI,Jay Shetty Podcast,"5,144,145 views",,1:19:01,4741,5144145
WORLD LEADING THERAPIST Answers Relationship Questions Most People Are Afraid to Ask | Lori Gottlieb,https://www.youtube.com/watch?v=CQ6lqkeQVQ4,CQ6lqkeQVQ4,Jay Shetty Podcast,"820,218 views",,1:22:08,4928,820218
What therapists wish they could tell survivors of narcissistic abuse,https://www.youtube.com/watch?v=ZtOttEG5tQ4,ZtOttEG5tQ4,DoctorRamani,"20,824 views",,13:43,823,20824
"The Narcissism Doctor: ""1 In 6 People Are Narcissists!"" How To Spot Them & Can They Change?",https://www.youtube.com/watch?v=hTkKXDvSJvo,hTkKXDvSJvo,The Diary Of A CEO,"1,881,272 views",,1:42:29,6149,1881272
#1 Narcissism Doctor: Toxic Signs You're Dealing With A Narcissist Causing Trauma & Disease | Ramani,https://www.youtube.com/watch?v=Wea4WX9BZ5w,Wea4WX9BZ5w,Dhru Purohit,"1,389,275 views",,1:49:35,6575,1389275
4 Things to NEVER Say to a Narcissist,https://www.youtube.com/watch?v=LuqhyI92wOE,LuqhyI92wOE,DoctorRamani,"774,339 views",,12:48,768,774339
The First Steps To Reducing Your Anxiety with author Mel Robbins | A Bit of Optimism Podcast,https://www.youtube.com/watch?v=JP5USHGSF8o,JP5USHGSF8o,Simon Sinek,"369,712 views",,57:11,3431,369712
"""I Profile Psychopaths""- These 20 Red Flags Will Make You Question the Man Lying Next to You…",https://www.youtube.com/watch?v=DtX-kah5phQ,DtX-kah5phQ,Lisa Bilyeu,"372,911 views",,1:20:11,4811,372911
How To Outsmart A Narcissist - Don’t Argue Or Fight With Them… Do This Instead | Dr. Ramani,https://www.youtube.com/watch?v=UUjtrO70EXk,UUjtrO70EXk,Doug Bopst,"655,906 views",,19:04,1144,655906
The MAJOR difference between TOXIC and NARCISSISTIC relationships,https://www.youtube.com/watch?v=W5GwcJiimEk,W5GwcJiimEk,DoctorRamani,"173,542 views",,21:52,1312,173542
"LOVE EXPERT ON: When A Man TRULY LOVES You, He Will DO THIS! | Stephan Speaks & Jay Shetty",https://www.youtube.com/watch?v=mPQBcb9wf8Q,mPQBcb9wf8Q,Jay Shetty Podcast,"7,458,705 views",,1:07:36,4056,7458705
"""Love is Not Enough in Intimate Relationships!"" You NEED These 3 Things As Well with Matthew Hussey",https://www.youtube.com/watch?v=3Z7JMFGrzGc,3Z7JMFGrzGc,Lewis Howes,"750,772 views",,1:20:10,4810,750772
"Secret Agent: If You’re Easily Offended, You’re Easily Manipulated! This 1 Trick Catches A Lie In 2s",https://www.youtube.com/watch?v=7l_0ZcSuRwg,7l_0ZcSuRwg,The Diary Of A CEO,"2,130,865 views",,2:38:50,9530,2130865
The Best Way to Deal With Narcissists Without Arguing | The Mel Robbins Podcast,https://www.youtube.com/watch?v=C57vhohpnPA,C57vhohpnPA,Mel Robbins,"194,487 views",,46:27,2787,194487
"If You HEAR THIS, That's A Narcissist Trying To TRAP You! (Don't Argue Or Fight) | Dr. Ramani",https://www.youtube.com/watch?v=xYuE5ZkDkig,xYuE5ZkDkig,Dhru Purohit,"1,310,610 views",,20:45,1245,1310610
"Dating Coach: This Dating Habit Is Keeping You Single! If You Want a Relationship, Do THIS.",https://www.youtube.com/watch?v=Tw_e9YdRXDg,Tw_e9YdRXDg,Jay Shetty Podcast,"113,456 views",,1:12:41,4361,113456
Robert Greene On How To Stop Feeling Empty Inside & Finding Your Unique Purpose,https://www.youtube.com/watch?v=nXs4UABX4Kc,nXs4UABX4Kc,Jay Shetty Podcast,"1,487,104 views",,1:18:54,4734,1487104
"5 Signs Of An Incompatible Relationship & 3 Signs You’ve Found “The One""",https://www.youtube.com/watch?v=qtQg09GLXVc,qtQg09GLXVc,Mel Robbins,"342,354 views",,1:14:28,4468,342354
Narcissism and Narcissistic Abuse with Dr. Ramani | Being Well,https://www.youtube.com/watch?v=5N38lO4FweA,5N38lO4FweA,Forrest Hanson,"18,312 views",,1:19:18,4758,18312
"If You HEAR THIS Phrase From Someone, They're A Narcissist Trying To TRAP YOU! | Dr. Ramani",https://www.youtube.com/watch?v=iCc60iY_RSA,iCc60iY_RSA,Lisa Bilyeu,"2,454,768 views",,15:16,916,2454768
Dr. Ramani Reveals How Narcissists Know You Know,https://www.youtube.com/watch?v=d5VtTHFnkXk,d5VtTHFnkXk,DoctorRamani,"5,916,271 views",,11:15,675,5916271
The Insulin & Glucose Doctor: This Will Strip Your Fat Faster Than Anything!,https://www.youtube.com/watch?v=NyFSkGMWP5Q,NyFSkGMWP5Q,The Diary Of A CEO,"2,616,832 views",,2:43:51,9831,2616832
The SUGAR Expert: Everything You Need To Know About Glucose Spikes (& 5 HACKS TO PREVENT THEM),https://www.youtube.com/watch?v=MxovSnvSO4E,MxovSnvSO4E,Jay Shetty Podcast,"3,732,974 views",,1:11:11,4271,3732974
Mel Robbins: The ‘Let Them Theory’ (A Life-Changing Hack That 15M People Can’t Stop Talking About),https://www.youtube.com/watch?v=P91b4civBxA,P91b4civBxA,Jay Shetty Podcast,"917,941 views",,1:23:57,5037,917941
TOM HANKS Reveals The 'Countenance Theory' That CHANGED His Acting Career,https://www.youtube.com/watch?v=lVzxRVxIaxQ,lVzxRVxIaxQ,Jay Shetty Podcast,"529,802 views",,1:42:56,6176,529802
"The Fasting Expert: ""The Truth About Ozempic"", These 3 Foods Are Leading To Cancer! - Dr Mindy Pelz",https://www.youtube.com/watch?v=MrjIXLQ_OdA,MrjIXLQ_OdA,The Diary Of A CEO,"2,559,440 views",,1:59:12,7152,2559440
Change Your Body & Your Life in 1 Month: 4 Small Habits That Actually Work,https://www.youtube.com/watch?v=mMHNvy9pFj0,mMHNvy9pFj0,Mel Robbins,"315,253 views",,1:43:45,6225,315253
Secret Service Agent: REMOVE PEOPLE From Your Life if They Have THESE RED FLAGS! Evy Poumpouras,https://www.youtube.com/watch?v=YXH_O2FHqpo,YXH_O2FHqpo,Lewis Howes,"1,978,859 views",,57:16,3436,1978859
DO THIS Everyday To Completely Heal Your BODY & MIND | Dr. Daniel Amen & Jay Shetty,https://www.youtube.com/watch?v=90bxNpimtb8,90bxNpimtb8,Jay Shetty Podcast,"3,331,690 views",,1:09:47,4187,3331690
The First Steps To Reducing Your Anxiety with author Mel Robbins | A Bit of Optimism Podcast,https://www.youtube.com/watch?v=JP5USHGSF8o,JP5USHGSF8o,Simon Sinek,"369,712 views",,57:11,3431,369712
"MICHELLE OBAMA Opens Up On Her 8 Years In The White House: ""We Know Too Much.""",https://www.youtube.com/watch?v=X2vNGwMCw-M,X2vNGwMCw-M,Jay Shetty Podcast,"2,871,437 views",,1:07:25,4045,2871437
The DO'S & DON'TS To Intermittent Fasting For WEIGHT LOSS (See Results) | Dr. Mindy Pelz,https://www.youtube.com/watch?v=YLcFCYpR1rk,YLcFCYpR1rk,Dhru Purohit,"603,589 views",,14:41,881,603589
"Eat THIS to Lose Fat, Prevent Disease, & Feel Better Now With Dr. William Li",https://www.youtube.com/watch?v=WSBVq3Wj7Lg,WSBVq3Wj7Lg,Mel Robbins,"537,197 views",,1:32:44,5564,537197
"The Miracle Doctor: Get Your Sex Life Back, Melt Belly Fat & Heal Your Injury! Dr. Mindy Pelz | E256",https://www.youtube.com/watch?v=e2mQOGzHtQc,e2mQOGzHtQc,The Diary Of A CEO,"8,893,132 views",,2:13:05,7985,8893132
The Nutrition Expert: 93% of Adults Have Metabolic Issues (What Your Body Is Trying to Tell You),https://www.youtube.com/watch?v=t2OeZcxVVI4,t2OeZcxVVI4,Jay Shetty Podcast,"1,144,147 views",,1:53:58,6838,1144147
The Keto Psychiatrist: What Keto Is Really Doing To Your Body! Can It Cure 43% Of Mental Illness?,https://www.youtube.com/watch?v=B7tnfSPySb0,B7tnfSPySb0,The Diary Of A CEO,"1,254,517 views",,1:47:04,6424,1254517
"GLP-1, Ozempic: Science and Hacks You MUST Know",https://www.youtube.com/watch?v=fz4bv1MXLgQ,fz4bv1MXLgQ,Glucose Revolution,"258,886 views",,23:13,1393,258886
WORLD LEADING THERAPIST Answers Relationship Questions Most People Are Afraid to Ask | Lori Gottlieb,https://www.youtube.com/watch?v=CQ6lqkeQVQ4,CQ6lqkeQVQ4,Jay Shetty Podcast,"820,218 views",,1:22:08,4928,820218
Joe Rogan shocked as Elon Musk exposes the biggest scam in human history on his podcast,https://www.youtube.com/watch?v=9t4wHZ5cjk4,9t4wHZ5cjk4,Sky News Australia,"815,656 views",,8:47,527,815656
The Detox Expert: Drink THIS First Thing In The Morning On An Empty Stomach!,https://www.youtube.com/watch?v=P7FWTG-tSe4,P7FWTG-tSe4,Jay Shetty Podcast,"804,984 views",,1:17:23,4643,804984
"The Weight Loss Scientist: You've Been LIED To About Calories, Dieting & Losing Weight: Giles Yeo",https://www.youtube.com/watch?v=Gy_vcL1cpP8,Gy_vcL1cpP8,The Diary Of A CEO,"6,768,837 views",,1:52:32,6752,6768837
"These Kids Are TELEPATHIC! They Can Read Minds, See Auras & Speak to The Other Side! | Ky Dickens",https://www.youtube.com/watch?v=bY6JTLwkUzc,bY6JTLwkUzc,Jay Shetty Podcast,"31,594 views",,1:32:04,5524,31594
Bryan Johnson | Club Random with Bill Maher,https://www.youtube.com/watch?v=C6AzBN3Z_F8,C6AzBN3Z_F8,Club Random Podcast,"196,753 views",,1:47:33,6453,196753
"MrBeast: If You Want To Be Liked, Don't Help People & I Lost Tens Of Millions On Beast Games!",https://www.youtube.com/watch?v=FjrJ2DJN_pA,FjrJ2DJN_pA,The Diary Of A CEO,"2,240,957 views",,1:43:15,6195,2240957
How Central Banks Plan to Control You | Catherine Fitts,https://www.youtube.com/watch?v=O3Ivv6jjixE,O3Ivv6jjixE,Hillsdale College,"325,516 views",,54:46,3286,325516
Answering Personal Questions For 29 Minutes | My Netflix FAQ,https://www.youtube.com/watch?v=Ci7cWTGLm1Q,Ci7cWTGLm1Q,Bryan Johnson,"241,196 views",,29:02,1742,241196
"The Man Thats Ageing Backwards: “I Was 45, I’m Now 18!” - Bryan Johnson",https://www.youtube.com/watch?v=1yfoonW1InE,1yfoonW1InE,The Diary Of A CEO,"2,034,692 views",,2:03:20,7400,2034692
DO THIS Everyday To Completely Heal Your BODY & MIND | Dr. Daniel Amen & Jay Shetty,https://www.youtube.com/watch?v=90bxNpimtb8,90bxNpimtb8,Jay Shetty Podcast,"3,331,690 views",,1:09:47,4187,3331690
AGI Is Here You Just Don’t Realize It Yet w/ Mo Gawdat & Salim Ismail | EP #153,https://www.youtube.com/watch?v=cJuJtQrC08Y,cJuJtQrC08Y,Peter H. Diamandis,"222,749 views",,1:39:26,5966,222749
Big Sean's Manifestation Mantra: Why You Need to Stop Chasing and Start Attracting,https://www.youtube.com/watch?v=Cn8MSHirv54,Cn8MSHirv54,Jay Shetty Podcast,"469,884 views",,1:27:08,5228,469884
Joe Rogan Experience #2281 - Elon Musk,https://www.youtube.com/watch?v=sSOxPJD-VNo,sSOxPJD-VNo,PowerfulJRE,"9,949,193 views",,3:11:08,11468,9949193
Ed Mylett ON: Watch These 37 Minutes To COMPLETELY CHANGE Your Life | Jay Shetty,https://www.youtube.com/watch?v=siNNCI6JAjk,siNNCI6JAjk,Jay Shetty Podcast,"3,060,210 views",,37:24,2244,3060210
"I Tested 100,000 People's DNA. This Diet Will Kill You - Gary Brecka",https://www.youtube.com/watch?v=10enqcw2Qiw,10enqcw2Qiw,The Diary Of A CEO,"5,454,792 views",,1:44:24,6264,5454792
Does Bryan Johnson’s $2m biohacking routine actually work? We tested it to see | Hard Reset,https://www.youtube.com/watch?v=ECTBg2AtOfc,ECTBg2AtOfc,Freethink,"4,940,799 views",,29:11,1751,4940799
